Name,Isin,YahooTicker,Market,Net_Income_2021,FCF_2021,Op_Margin_2021,ROE_2021,Debt_Equity_2021,PER_2021,ROIC_2021,Net_Margin_2021,EPS_2021,Perf_2021,Price_per_share_2021,Net_Income_2022,FCF_2022,Op_Margin_2022,ROE_2022,Debt_Equity_2022,PER_2022,ROIC_2022,Net_Margin_2022,EPS_2022,Perf_2022,Price_per_share_2022,Net_Income_2023,FCF_2023,Op_Margin_2023,ROE_2023,Debt_Equity_2023,PER_2023,ROIC_2023,Net_Margin_2023,EPS_2023,Perf_2023,Price_per_share_2023,Net_Income_2024,FCF_2024,Op_Margin_2024,ROE_2024,Debt_Equity_2024,PER_2024,ROIC_2024,Net_Margin_2024,EPS_2024,Perf_2024,Price_per_share_2024,Price_per_share_2025
SOGECLAIR,FR0000065864,ALSOG.PA,Euronext Growth Paris,2646000.0,-2401000.0,0.03,0.05,0.62,20.37,0.07795714949,0.02186054197,0.86,0.2196600713,20.38,1977000.0,-2137000.0,0.03,0.04,0.55,27.71,0.06462712847,0.01465215039,0.65,-0.1382459951,16.19425,3100000.0,3927000.0,0.05,0.06,0.79,16.85,0.07853863594,0.02094014496,1.017214,-0.03810477022,17.0815,4425000.0,15295000.0,0.05,0.09,0.63,13.24,0.1015287866,0.02818094395,1.450317,-0.02439666106,17.115,25.15
SOGEFI,IT0000076536,SGF.MI,Euronext Milan,1951000.0,31935000.0,0.06,0.01,2.42,47.77,0.07201672338,0.001477317385,0.017,-0.01335553144,0.731,29562000.0,36128000.0,0.06,0.13,1.86,2.24,0.07630488707,0.01915426303,0.25,-0.2401960442,0.54575,57766000.0,58082000.0,0.04,0.21,1.32,1.65,0.03590855548,0.0555611128,0.487431,1.227668882,1.2145000000000001,141288000.0,22628000.0,0.06,0.48,0.42,1.51,0.08138913696,0.1382091155,1.187043,0.5079033802,1.87325,3.32125
SOL,IT0001206769,SOL.MI,Euronext Milan,89549000.0,44812000.0,0.11,0.13,0.54,17.1,0.09583198361,0.08046390136,0.987,0.4982746595,19.788249999999998,133693000.0,49225000.0,0.08,0.16,0.54,11.38,0.1184906793,0.09693609351,1.474,-0.1426610271,17.59825,145733000.0,65104000.0,0.13,0.16,0.57,15.33,0.115767523,0.09799574484,1.607,0.5738695481,26.89025,147698000.0,47434000.0,0.13,0.14,0.56,20.01,0.1093276425,0.09171259603,1.628,0.3716497574,35.998999999999995,48.962500000000006
SOL CAP MANAG SIM,IT0005200248,SCM.MI,Euronext Growth Milan,-271199.0,-229792.0,-0.02,-0.09,0.48,-29.99,-0.05139273808,-0.0427729665,-0.135178,-0.03431369341,4.055000000000001,-796059.0,-246828.0,-0.1,-0.36,0.68,-9.5,-0.262558555,-0.1278223196,-0.396792,-0.1463414436,3.575,-260922.0,-746611.0,-0.02,-0.09,0.54,-23.79,-0.06126751305,-0.03358025848,-0.116782,-0.09142855236,3.04,415468.0,843499.0,0.06,0.13,0.56,18.63,0.1126018611,0.042320206,0.185953,-0.1091954346,3.1849999999999996,4.55
Solaria Energia,ES0165386014,SLR.MC,Euronext Global Equity Market,48035000.0,-101244000.0,0.77,0.19,2.7,46.02,0.07752568276,0.5052592826,0.38,-0.3017944323,16.72125,90048000.0,-212816000.0,0.88,0.26,2.57,26.14,0.09732152031,0.6465203438,0.72,-0.009259250061,17.025000000000002,107514000.0,-230526000.0,0.88,0.21,2.03,17.92,0.0914245774,0.5619531471,0.86,0.07541174702,18.19875,88614000.0,-72066000.0,0.73,0.14,1.87,15.78,0.07268284106,0.5009100878,0.71,-0.5626748914,8.32,16.86875
SOLOCAL GROUP,FR001400SA10,LOCAL.PA,Euronext Paris,22869000.0,43813000.0,0.14,-0.1,-0.31,12.25,-0.1548657321,0.0534309946,13.737374,-0.5402694467,96.21825000000001,-3251000.0,22265000.0,0.15,0.01,-0.26,-51.57,-0.1828360637,-0.008128109608,-1.616162,-0.5792523001,50.8685,-45852000.0,7476000.0,0.03,0.16,-0.18,-0.06,0.005756324584,-0.1274877801,-348.8,-0.8589085065,6.9697499999999994,119936000.0,6635000.0,-0.04,-2.37,-0.72,0.84,-1.878421344,0.3585444892,7.9,-0.6715538839,2.45025,3.4275
SOLSTAD OFFSHORE,NO0003080608,SOFF.OL,Oslo Børs,-124976930.6,148630234.8,0.03,-0.36,6.71,-5.0,-0.003805627226,-0.2149789018,-1.261677,-0.4160427805,5.215999999999999,-113563790.7,134774814.3,0.14,-0.63,12.94,-15.57,0.02587099399,-0.2428589477,-1.47641,5.171328754,31.29075,39372099.43,252649355.0,0.25,0.22,8.63,57.39,0.1225058526,0.05949631318,0.502438,-0.006711405222,35.57325,112210774.6,86173893.79,0.2,0.4,1.56,27.39,0.3715014491,0.5129666822,1.362721,0.05705223296,39.26775000000001,42.525
SOLUTIONS 30 SE,FR0013379484,S30.PA,Trading After Hours,21485000.0,47544000.0,0.03,0.12,0.91,42.23,0.05428291024,0.02458291427,0.201,-0.3743386513,7.0424999999999995,-50100000.0,36600000.0,-0.02,-0.38,1.25,-9.38,-0.1341409692,-0.05538359496,-0.467,-0.7685210316,1.7094999999999998,-22700000.0,12500000.0,0.01,-0.21,1.72,-11.5,-0.02861310592,-0.02147587512,-0.212,0.443812528,2.469,-15800000.0,40000000.0,0.01,-0.17,1.79,-11.56,-0.01304004215,-0.01586345382,-0.147,-0.6660583875,0.8562500000000001,0.926
SOLVAY,BE0003470755,SOLB.BR,EuroTLX,948000000.0,863000000.0,0.11,0.11,0.38,1.24,0.09373839954,0.08290336686,9.13,0.2434499437,11.221250000000001,1905000000.0,1097000000.0,0.1,0.18,0.27,0.65,0.07288930852,0.2387816495,18.3,0.1235628439,12.9695,2093000000.0,847000000.0,0.14,1.66,0.31,0.85,0.1736316568,0.3473858921,19.85,0.7505853564,21.462,223000000.0,330000000.0,0.13,0.17,1.4,13.34,0.1106929907,0.04346978558,2.1,0.2143607863,28.770500000000002,27.12
SOMEC,IT0005329815,SOM.MI,Euronext Milan,8446000.0,14339000.0,0.03,0.18,1.67,21.44,0.1212667799,0.03352758106,1.23,1.154285909,35.628249999999994,-1752000.0,11012000.0,0.01,-0.06,3.38,-118.96,0.01854607133,-0.005339867966,-0.25,-0.1334080882,32.15,-11647000.0,-2710000.0,0.0,-0.69,6.34,-17.42,-0.05287451797,-0.03141097213,-1.69,-0.1121494905,28.45,-3303000.0,25021000.0,0.03,-0.24,6.61,-36.59,0.09848837494,-0.008636310154,-0.478763,-0.6076388719,11.925,14.524999999999999
SONAE,PTSON0AM0001,SON.LS,Euronext Lisbon,267477000.0,381842000.0,0.04,0.11,1.02,4.72,0.09358310555,0.03840418953,0.13936,0.6131214887,0.77975,335547000.0,326029000.0,0.02,0.12,0.92,4.83,0.105993272,0.04361767206,0.17347,-0.03263685123,0.78875,357062000.0,255713000.0,0.02,0.12,0.88,4.54,0.1326076974,0.04251152076,0.185,0.0118487733,0.8140000000000001,222665000.0,487163000.0,0.03,0.07,1.28,7.47,0.08558493732,0.02238498822,0.11404,0.05893573022,0.8635,1.5715
"SONAECOM,SGPS",PTSNC0AM0006,SNC.LS,Euronext Lisbon,120725659.0,-8295972.0,-0.4,0.1,0.01,3.5,0.09981074457,7.067239477,0.39,0.2662383803,1.4465,143082957.0,-19735009.0,-0.58,0.11,0.01,3.61,0.06273380398,8.010109335,0.47,0.6404416015,2.1255,43785889.0,-12354130.0,-0.65,0.03,0.0,17.43,0.02283479581,2.40038503,0.143245,0.1336032336,2.6675,17340777.0,-20609042.0,-0.91,0.01,0.0,43.92,-0.009599310907,0.9513025156,0.056579,-0.1445767715,2.21975,2.9349999999999996
SOPRA STERIA GROUP,FR0000050809,SOP.PA,Trading After Hours,187700000.0,408700000.0,0.08,0.11,0.55,15.39,0.09338258144,0.04008285641,9.19,0.1909617487,142.92075,247800000.0,409400000.0,0.08,0.13,0.49,11.48,0.1174686506,0.04857680546,12.13,-0.09411513737,132.604,183700000.0,522000000.0,0.08,0.1,0.87,19.42,0.09451388054,0.03358932163,8.94,0.4229340637,186.47725,251000000.0,581600000.0,0.09,0.13,0.64,15.27,0.1382610914,0.04344966071,12.46,-0.1049799252,167.44675,142.92499999999998
SPADEL,BE0003798155,SPA.BR,Euronext Brussels,26649000.0,28478000.0,0.13,0.11,0.07,27.05,0.1022631739,0.09444674811,6.42,-0.03136208277,169.935,12788000.0,20050000.0,0.07,0.05,0.02,54.37,0.04986426312,0.0398689326,3.08,-0.08063688005,155.2475,28234000.0,40189000.0,0.1,0.1,0.01,23.16,0.1019717989,0.08161554494,6.8,-0.01001491763,152.0155,41028000.0,45036000.0,0.13,0.13,0.02,17.49,0.1328727346,0.1081539905,9.89,0.1293513776,185.76,229.0
SPIE,FR0012757854,SPIE.PA,Euronext Paris,169099000.0,448976000.0,0.05,0.1,1.5,17.17,0.05516451615,0.02417710499,1.05,0.3237388706,20.363,151539000.0,511543000.0,0.05,0.08,1.39,22.07,0.04832686358,0.0186767565,0.92,0.08285745127,22.528,238514000.0,651657000.0,0.05,0.12,1.29,17.74,0.07509521118,0.02733568892,1.44,0.1829854525,27.07275,273175000.0,831970000.0,0.05,0.13,1.32,20.02,0.08130442373,0.02753860193,1.62,0.0913462364,29.230249999999998,47.29
SPINDOX,IT0005449522,SPN.MI,Euronext Growth Milan,2672310.0,7988953.0,0.1,0.19,0.81,30.41,0.1191835781,0.0390319294,0.445385,1.079545323,17.05,633631.0,-9169841.0,0.07,0.05,1.2,108.03,0.0671426737,0.007806212855,0.115737,-0.522222201,8.5,-54111.0,-6627694.0,0.07,0.0,1.42,-913.1,0.07016006005,-0.0005571341016,-0.009884,0.0581395323,8.9,463218.0,6566353.0,0.08,0.03,0.8,120.07,0.1121593386,0.004318817567,0.081517,0.08421054639,10.4125,12.9375
SPIR GROUP,NO0012548819,SPIR.OL,Oslo Børs,-8703000.0,49814000.0,0.06,-0.01,0.82,-179.05,0.008472732295,-0.01602048442,-0.1,0.09090921677,16.7045,23713000.0,24115000.0,0.04,0.02,0.78,47.43,0.008569871249,0.02550220952,0.23,-0.6243578065,6.531000000000001,-14886000.0,95885000.0,0.05,-0.01,0.65,-45.54,0.0204845713,-0.01408702614,-0.12,-0.1686747639,4.92525,33585000.0,113027000.0,0.05,0.03,0.64,23.13,0.04986020976,0.02979662704,0.25,0.258160188,6.517250000000001,8.425
SPOTIFY TECHNOLOGY,LU1778762911,SPOT,Trading After Hours,-34000000.0,276000000.0,0.01,-0.02,0.84,-254.66,0.065266486,-0.003516756309,-1.03,-0.2474919653,234.79999999999998,-430000000.0,21000000.0,-0.06,-0.18,0.7,-40.12,-0.06992065741,-0.0366675194,-2.93,-0.6766464787,77.39,-532000000.0,674000000.0,-0.03,-0.21,0.67,-53.74,-0.09400161031,-0.04016003623,-2.73,1.294383396,191.93,1138000000.0,2284000000.0,0.09,0.21,0.36,59.15,0.1654233204,0.07260894532,5.5,1.369597445,474.82500000000005,585.9399999999999
SSAB AB,SE0000120669,SSAB-B.ST,Euronext Global Equity Market,14662000000.0,11491000000.0,0.2,0.2,0.17,1.97,0.1803745136,0.1573935913,14.24,0.7114446158,32.17875,-10886000000.0,13208000000.0,-0.04,-0.16,0.16,-3.78,-0.04094839035,-0.08710263324,-10.57,0.2946975586,43.56,13029000000.0,14906000000.0,0.14,0.19,0.16,4.58,0.1806676798,0.111864756,12.67,0.5535885014,67.94399999999999,6522000000.0,3681000000.0,0.08,0.09,0.14,8.55,0.09115267651,0.0649065016,6.54,-0.3891657548,43.9975,68.315
STAR7,IT0005466195,STAR7.MI,Euronext Growth Milan,2183084.0,3817116.0,0.07,0.09,2.25,31.54,0.03711353688,0.03681784434,0.28538,0.1264368282,9.8,3094552.0,-1402495.0,0.09,0.11,1.89,21.85,0.05709671326,0.03675749009,0.40453,-0.1326530781,8.525,1812709.0,-3249139.0,0.06,0.06,1.6,31.94,0.05134758438,0.01725844913,0.247975,-0.1058823642,7.3375,2689046.0,10094033.0,0.08,0.09,1.75,21.54,0.06400663778,0.02230249046,0.298791,-0.1710525961,6.312500000000001,8.175
STEF,FR0000064271,STF.PA,Euronext Paris,110008000.0,203088000.0,0.04,0.12,1.13,9.04,0.06254162335,0.0313712786,8.78,0.4258805194,87.93324999999999,146359000.0,38695000.0,0.06,0.14,1.12,6.91,0.08844021322,0.03518501468,11.58,-0.07188151372,78.47200000000001,191614000.0,20784000.0,0.06,0.16,1.0,6.29,0.08600590178,0.04313571969,15.413214,0.2823951775,103.44624999999999,157236000.0,41987000.0,0.05,0.12,1.12,9.95,0.07211548834,0.03275214366,12.46,0.1994538465,126.4565,123.6
STEICO,DE000A0LR936,ST5.DE,Trading After Hours,48162359.89,10574934.4,0.18,0.21,0.52,27.4,0.1383482887,0.1212330381,3.419781,0.8121357517,104.827,47860160.27,-26246267.22,0.15,0.18,0.52,21.09,0.1190770153,0.1075134822,3.398323,-0.5895696541,41.40475000000001,16880239.41,-33709010.14,0.09,0.05,0.61,31.74,0.04258536887,0.04342332059,1.198586,-0.2338704063,32.40325,19321211.34,29431986.35,0.1,0.06,0.5,19.88,0.05134019585,0.04951432909,1.371908,-0.4621502377,18.315,21.5375
STELLANTIS,NL00150001Q9,STLAM.MI,Trading After Hours,14200000000.0,8533000000.0,0.11,0.25,0.6,2.51,0.1596581549,0.095034768,4.51,0.4101315197,12.06075,16799000000.0,10945000000.0,0.12,0.23,0.38,2.04,0.1836895212,0.09353980133,5.31,-0.1734561122,10.53275,18596000000.0,12292000000.0,0.12,0.23,0.36,2.37,0.1810122337,0.09810914616,5.94,0.6918693342,18.2475,5473000000.0,-7052000000.0,0.03,0.07,0.46,8.79,0.03580390674,0.03488698224,1.84,-0.364796818,11.76625,9.888
STMICROELECTRONICS,NL0000226223,STMPA.PA,Euronext Milan,2000000000.0,1123000000.0,0.18,0.22,0.3,15.69,0.1738211907,0.1567275292,2.16,0.375038543,41.04025,3960000000.0,1566000000.0,0.27,0.31,0.23,7.34,0.2581111674,0.2455357143,4.74,-0.2450172796,33.4985,4211000000.0,1456000000.0,0.26,0.25,0.19,9.35,0.2172747704,0.2436075437,4.46,0.3615483509,44.28,1557000000.0,-216000000.0,0.11,0.09,0.18,19.91,0.08018004771,0.1173411712,1.66,-0.4494115108,24.0745,21.61775
Stora Enso Oyj,FI0009005961,STERV.HE,Euronext Global Equity Market,1266000000.0,832000000.0,0.13,0.12,0.36,8.63,0.09507029053,0.1245572609,1.6,0.04926213494,13.93925,1550000000.0,878000000.0,0.15,0.12,0.31,7.32,0.09977617791,0.1327054795,1.96,-0.1561052177,12.40075,-357000000.0,-237000000.0,0.01,-0.03,0.53,-25.3,-0.01595196459,-0.03799489144,-0.45,-0.0278029947,11.910499999999999,-136000000.0,-161000000.0,0.07,-0.01,0.57,-66.45,0.004821023443,-0.015029285,-0.17,-0.2223026031,9.3645,10.215
STRAUMANN,CH1175448666,STMN.SW,Euronext Global Equity Market,396079000.0,439333000.0,0.27,0.26,0.47,59.42,0.2093596625,0.1958941651,2.48,0.8802698069,188.60774999999998,434789000.0,219721000.0,0.23,0.23,0.38,43.34,0.1929111105,0.1873456611,2.72,-0.4606001583,103.44375,246072000.0,316610000.0,0.26,0.13,0.22,82.25,0.2265120203,0.1080832261,1.54,0.2601288918,130.285,388316000.0,315619000.0,0.24,0.19,0.2,50.97,0.2130559353,0.1550844682,2.43,-0.120866998,114.694,93.215
STREAMWIDE,FR0010528059,ALSTW.PA,Euronext Growth Paris,4097000.0,911000.0,0.29,0.22,0.2,25.23,0.1952234606,0.2450065782,1.39,0.2840909854,33.8,3399000.0,166000.0,0.25,0.16,0.28,18.59,0.1452525831,0.1930372558,1.16,-0.4923076923,17.0,4174000.0,-327000.0,0.25,0.19,0.52,11.36,0.1424165966,0.2140622596,1.49,0.2011494297,20.625,4703000.0,1172000.0,0.24,0.19,0.44,16.04,0.153889464,0.2239097315,1.689891,0.5242717979,30.95,73.4
Stroeer SE & Co,DE0007493991,SAX.F,Euronext Global Equity Market,122134000.0,319910000.0,0.11,0.26,3.32,27.35,0.1366213869,0.07505209476,2.14,-0.07109334123,58.120250000000006,143258000.0,247272000.0,0.14,0.31,3.5,17.38,0.1433417637,0.08084801873,2.53,-0.3416783211,38.329750000000004,92827000.0,270066000.0,0.12,0.21,3.69,25.71,0.1324522604,0.04849059462,1.67,0.2865928803,49.18900000000001,130797000.0,358957000.0,0.14,0.28,3.6,22.83,0.154294396,0.06390188588,2.34,-0.1218074136,45.579499999999996,36.2
STRONGPOINT,NO0010098247,STRO.OL,Oslo Børs,190775000.0,216688000.0,0.03,0.38,0.12,6.52,0.04666273659,0.1944027497,4.12,0.3663065535,23.42525,29105000.0,5489000.0,0.03,0.06,0.23,32.03,0.05928317874,0.02120749757,0.62,-0.1228657472,22.3235,-34200000.0,-15886000.0,-0.03,-0.07,0.43,-25.16,-0.04421953327,-0.025476796,-0.77,-0.3857682599,13.175,-31930000.0,52979000.0,-0.03,-0.07,0.48,-16.14,-0.03383619651,-0.02439143634,-0.72,-0.2007168623,10.002500000000001,9.77
SUBSEA 7,LU0075646355,SUBC.OL,Oslo Børs,31800000.0,126500000.0,0.01,0.01,0.16,605.76,0.0196712769,0.006347305389,0.11,-0.2642603969,53.823,57100000.0,254800000.0,0.03,0.01,0.15,394.1,0.02690057173,0.01111803419,0.19,0.7432123415,95.53025000000001,15400000.0,78200000.0,0.02,0.0,0.3,2353.77,0.02194314905,0.002577966754,0.05,0.3377425733,131.6745,201400000.0,582700000.0,0.06,0.05,0.28,240.75,0.05553307162,0.02945736434,0.67,0.2466245316,164.17275,197.775
Svenska Cellulosa,SE0000112724,SCA-B.ST,Euronext Global Equity Market,5941000000.0,863000000.0,0.4,0.07,0.12,16.28,0.06703337104,0.3156412709,8.46,0.110151969,145.26175,6748000000.0,364000000.0,0.41,0.07,0.13,15.45,0.06366781824,0.3245166875,9.61,-0.1524934532,128.70225,3675000000.0,759000000.0,0.26,0.04,0.12,26.55,0.03431042031,0.2032520325,5.23,0.146103241,147.382,3639000000.0,1315000000.0,0.25,0.03,0.13,27.75,0.03483958048,0.1798635824,5.18,-0.06559330263,136.7595,121.51249999999999
SWATCH GROUP,CH0012255151,UHR.SW,Euronext Global Equity Market,765000000.0,1003000000.0,0.14,0.07,0.01,16.84,0.06682944352,0.1046082319,14.765943,0.1697696269,246.3365,807000000.0,337000000.0,0.15,0.07,0.0,14.52,0.0688112013,0.1076143486,15.56,-0.04411315431,238.33849999999998,869000000.0,-170000000.0,0.15,0.07,0.01,15.09,0.0727746315,0.1101673428,16.75,-0.1586594358,215.07775,193000000.0,-216000000.0,0.05,0.02,0.0,47.77,0.01821891528,0.0286562732,3.74,-0.2242744335,158.25625000000002,165.14999999999998
Sweco AB,SE0014960373,SWEC-B.ST,Euronext Global Equity Market,1492000000.0,1956000000.0,0.1,0.17,0.51,32.22,0.148334406,0.06846549192,4.17,0.1244337144,148.00925,1651000000.0,2193000000.0,0.09,0.17,0.45,23.07,0.1441950485,0.0679535726,4.6,-0.3957345904,93.41649999999998,1667000000.0,2134000000.0,0.09,0.16,0.63,24.02,0.1264197694,0.05844406269,4.64,0.3792112009,126.40074999999999,2071000000.0,3673000000.0,0.1,0.17,0.57,24.87,0.1520748763,0.06751206155,5.75,0.2547113415,166.5975,157.2
Swedish Orphan,SE0000872095,SOBI.ST,Euronext Global Equity Market,2679000000.0,5100000000.0,0.24,0.12,0.47,19.66,0.08947694624,0.1725159379,8.6252,0.1054045976,177.70950000000002,2638000000.0,3099000000.0,0.2,0.1,0.34,24.0,0.08505630984,0.1403938265,8.44,0.1861423626,207.08125,2409000000.0,-473000000.0,0.19,0.07,0.6,30.25,0.06132185889,0.1088911992,7.39,0.2740698305,257.0,3885000000.0,4383000000.0,0.22,0.1,0.42,25.78,0.08777188154,0.1492680678,11.24,0.177299654,314.7,334.75
SWISS PRIME SITE,CH0008038389,SPSN.SW,Euronext Global Equity Market,498892000.0,419321000.0,0.5,0.08,0.85,12.63,0.04832977144,0.6779925445,6.17,0.06765263964,76.16199999999999,404429000.0,350530000.0,0.51,0.06,0.84,15.35,0.03660112535,0.6301706044,4.97,-0.07524236165,70.874,236018000.0,421941000.0,0.59,0.04,0.87,25.61,0.008688088521,0.3608931731,2.95,0.1430720362,83.36175,360250000.0,393482000.0,0.62,0.05,0.83,19.03,0.03474329825,0.5459880299,4.52,0.1654656867,94.66499999999999,118.75
Swisscom,CH0008742519,SCMN.SW,Euronext Global Equity Market,1832000000.0,1774000000.0,0.18,0.17,0.19,12.18,0.180579707,0.1638200841,35.37,0.1170777431,438.40675,1602000000.0,1587000000.0,0.18,0.14,0.17,14.84,0.1526020144,0.1449642566,30.93,0.01914674038,449.41025,1711000000.0,1757000000.0,0.2,0.15,0.16,15.24,0.1565556209,0.1545339595,33.03,0.01907361478,467.13175,1542000000.0,1689000000.0,0.18,0.13,0.3,16.59,0.1402676913,0.1397245379,29.77,0.01873841856,483.5715,565.125
SWORD GROUP,FR0004180578,SWP.PA,Euronext Paris,17653000.0,7045000.0,0.11,0.19,0.1,14.38,0.1949642408,0.0822738204,1.85,0.6050390761,29.7855,109755000.0,8706000.0,0.1,1.09,0.31,2.85,0.9252441178,0.4031301307,11.51,0.09508415818,34.2165,22822000.0,19123000.0,0.09,0.22,0.46,15.07,0.1765210599,0.07920785207,2.4,0.04714210669,35.36925,21809000.0,19071000.0,0.1,0.23,0.71,14.28,0.1594511002,0.06751698838,2.31,-0.04524041498,33.3305,35.7625
SYMRISE,DE000SYM9999,SY1.DE,Trading After Hours,374924000.0,347400000.0,0.14,0.12,0.56,40.43,0.08477184349,0.09800164206,2.7,0.196308551,123.90075,280007000.0,109940000.0,0.12,0.08,0.72,51.21,0.05558905634,0.06062757498,2.0,-0.2146750733,100.14875,340473000.0,449305000.0,0.11,0.09,0.7,39.06,0.06914652519,0.07197876109,2.44,-0.01308524756,98.191,478224000.0,652067000.0,0.14,0.12,0.64,31.14,0.08534183282,0.09567325323,3.42,0.05647397307,101.43925,69.095
SYNERGIE,FR0000032658,SDG.PA,Euronext Paris,70891000.0,136330000.0,0.04,0.13,0.25,11.06,0.124610418,0.02628912812,2.96,0.1395748122,33.83925,83771000.0,127578000.0,0.05,0.14,0.22,8.36,0.1326189151,0.02872784524,3.51,-0.1504363219,29.323999999999998,74870000.0,92260000.0,0.04,0.11,0.17,9.85,0.1139790086,0.02408579652,3.184515,0.2028511729,32.289,63139000.0,63627000.0,0.03,0.09,0.16,11.65,0.09053447944,0.0198242602,2.73,-0.1088825282,28.622,31.15
TEAMVIEWER,DE000A2YN900,TMV.DE,EuroTLX,50051000.0,178742000.0,0.27,0.16,2.74,118.62,0.05072615012,0.09988285701,0.25,-0.7328209935,11.793750000000001,67600000.0,195498000.0,0.28,0.59,5.49,31.16,0.1115866909,0.1194612228,0.37,-0.04594058802,12.27625,114015000.0,224258000.0,0.28,1.36,6.33,22.59,0.2128465596,0.181932346,0.66,0.1668049956,13.84375,123081000.0,243805000.0,0.32,1.22,4.42,16.21,0.2560822037,0.1833139218,0.76,-0.3024337089,10.3655,5.6875
TEIXEIRA DUARTE,PTTD10AM0000,TDSA.LS,Euronext Lisbon,-119140000.0,-36888000.0,-0.12,-0.7,4.77,-0.34,-0.1056630563,-0.220942222,-0.28,-0.008421038432,0.09275,-13267000.0,-19232000.0,0.0,-0.06,3.7,-2.9,0.01599191273,-0.01591000122,-0.03,-0.3031578541,0.0715,-11750000.0,-47679000.0,0.0,-0.09,5.78,-2.62,0.06455286859,-0.01531445463,-0.03,-0.07142860944,0.0675,25641000.0,-18340000.0,0.04,0.17,5.01,1.66,0.05388287914,0.03307863093,0.06,0.1482558278,0.08275,0.6665000000000001
TELECOM ITALIA,IT0003497168,TIT.MI,Euronext Milan,-8652000000.0,-961000000.0,0.08,-0.5,1.84,-0.99,-0.05574527923,-0.5648994516,-0.399989,0.1660533469,0.438,-2925000000.0,-1410000000.0,0.07,-0.19,2.07,-1.93,0.01347988132,-0.1852672916,-0.139996,-0.5183700697,0.2105,-1441000000.0,661000000.0,0.14,-0.11,2.31,-4.58,0.02877625202,-0.1006917756,-0.06,0.344607002,0.28225,-610000000.0,402000000.0,0.13,-0.05,1.23,-8.47,0.05088495575,-0.04223791719,-0.028691,-0.1760774665,0.247,0.49474999999999997
TELECOM ITALIA R,IT0003497176,TITR.MI,Trading After Hours,-8652000000.0,-961000000.0,0.08,-0.5,1.84,-1.03,-0.05574527923,-0.5648994516,-0.399989,0.01980818149,0.418,-2925000000.0,-1410000000.0,0.07,-0.19,2.07,-1.85,0.01347988132,-0.1852672916,-0.139996,-0.5126345393,0.20325,-1441000000.0,661000000.0,0.14,-0.11,2.31,-4.52,0.02877625202,-0.1006917756,-0.06,0.4444443576,0.2895,-610000000.0,402000000.0,0.13,-0.05,1.23,-9.24,0.05088495575,-0.04223791719,-0.028691,-0.05792386336,0.28725,0.56375
TELEFONICA,ES0178430E18,TEF.MC,Euronext Global Equity Market,8137000000.0,3540000000.0,0.07,0.37,0.36,2.07,0.5635136294,0.2071695903,1.38,0.2753448583,2.844,2011000000.0,5413000000.0,0.08,0.08,0.35,10.5,0.1870552143,0.05028379966,0.31,-0.05461894815,2.66375,-892000000.0,5488000000.0,0.06,-0.04,2.02,-16.13,0.02026920379,-0.02194233986,-0.2,0.1092077776,3.15125,-49000000.0,5204000000.0,0.11,0.0,2.33,-62.62,0.04755640774,-0.001186009924,-0.06,0.1665670423,3.75575,3.52
Telekom Austria,AT0000720008,TKA.VI,Euronext Global Equity Market,454458000.0,732304000.0,0.16,0.15,1.08,7.14,0.0926325063,0.09739812597,0.68,0.2447494996,5.274500000000001,633877000.0,821911000.0,0.18,0.18,0.71,4.88,0.125291107,0.1289411471,0.95,-0.1930209927,4.26,645216000.0,621836000.0,0.18,0.14,0.6,5.62,0.1353819312,0.1250602802,0.97,0.6636549276,7.033750000000001,625880000.0,923761000.0,0.16,0.13,0.53,8.25,0.1258307693,0.1177565596,0.94,0.05744846754,7.42875,8.715
TELENOR,NO0010063308,TEL.OL,Oslo Børs,1528000000.0,22825000000.0,0.2,0.06,5.0,95.44,0.08395159426,0.0157277696,1.09,0.02215633044,101.54124999999999,44913000000.0,19924000000.0,0.22,0.75,1.97,2.83,0.05680601485,0.5842189471,32.09,-0.2845144755,73.3325,13734000000.0,14392000000.0,0.22,0.21,1.58,9.71,0.02263125829,0.1707104858,9.9,0.3635906815,104.312,18336000000.0,18098000000.0,0.23,0.24,1.32,8.54,0.1501009273,0.2294064658,13.32,0.156119588,119.856,144.525
TELEPERFORMANCE,FR0000051807,TEP.PA,Euronext Paris,557000000.0,909000000.0,0.12,0.18,1.1,31.92,0.1025521615,0.07828531272,9.36,0.4083742814,340.7315,643000000.0,996000000.0,0.12,0.18,0.93,24.89,0.1116230332,0.0788570027,10.77,-0.4321307493,199.11975,592000000.0,1142000000.0,0.12,0.14,1.28,15.24,0.08002450161,0.07094068304,10.01,-0.3969997211,116.4415,523000000.0,1594000000.0,0.11,0.11,1.08,11.19,0.07839837443,0.05087548638,8.71,-0.3535476636,80.65,60.385000000000005
Telia Co AB,SE0000667925,TELIA.ST,Euronext Global Equity Market,11680000000.0,11729000000.0,0.1,0.14,0.5,9.6,0.1359044231,0.1322149398,2.86,0.09111743671,27.36425,-14638000000.0,8093000000.0,-0.11,-0.23,1.47,-7.83,-0.05050428089,-0.1710446366,-3.63,-0.2034303077,22.490000000000002,303000000.0,9205000000.0,0.06,0.01,1.99,265.89,0.03172869984,0.003421370581,0.08,0.003488883213,22.71725,7079000000.0,7307000000.0,0.12,0.13,1.7,14.73,0.06329178533,0.07942598764,1.8,0.2444571917,29.1095,38.125
