Name,ISIN,Sector,Market,Currency,Industry
HEIDELBERG MAT,DE0006047004,Basic Materials,EuroTLX,EUR,Building Materials
HEIJMANS KON,NL0009269109,Industrials,Euronext Amsterdam,EUR,Engineering & Construction
HEINEKEN,NL0000009165,Consumer Defensive,EuroTLX,EUR,Beverages - Brewers
HEINEKEN HOLDING,NL0000008977,Consumer Defensive,Euronext Amsterdam,EUR,Beverages - Brewers
Hella KGaA,DE000A13SX22,Consumer Cyclical,Euronext Global Equity Market,EUR,Auto Parts
HELLOFRESH,DE000A161408,Consumer Cyclical,EuroTLX,EUR,Restaurants
HELVETIA HOLDING,CH0466642201,Financial Services,Euronext Global Equity Market,EUR,Insurance - Diversified
Hemnet Group,SE0015671995,Communication Services,Euronext Global Equity Market,EUR,Internet Content & Information
HENKEL,DE0006048408,Consumer Defensive,EuroTLX,EUR,Household & Personal Products
HENKEL VZ,DE0006048432,Consumer Defensive,EuroTLX,EUR,Household & Personal Products
Hennes & Mauritz,SE0000106270,Consumer Cyclical,Euronext Global Equity Market,EUR,Apparel Manufacturing
HENSOLDT,DE000HAG0005,,Trading After Hours,EUR,
HERA,IT0001250932,Utilities,Euronext Milan,EUR,Utilities - Diversified
HERIGE,FR0000066540,Basic Materials,Euronext Growth Paris,EUR,Building Materials
HERMANA HOLDING,NO0013401380,Financial Services,Oslo Børs,NOK,Asset Management
HERMES INTERN,FR0000052292,Consumer Cyclical,EuroTLX,EUR,Luxury Goods
Hexagon AB,SE0015961909,Technology,Euronext Global Equity Market,EUR,Scientific & Technical Instruments
HEXAGON COMPOSITES,NO0003067902,Consumer Cyclical,Oslo Børs,NOK,Packaging & Containers
HEXAGON PURUS,NO0010904923,Industrials,Oslo Børs,NOK,Industrial Distribution
HEXAOM,FR0004159473,Consumer Cyclical,Euronext Growth Paris,EUR,Residential Construction
Hexpol,SE0007074281,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
HF COMPANY,FR0000038531,Technology,Euronext Growth Paris,EUR,Communication Equipment
HHLA,DE000A0S8488,Industrials,EuroTLX,EUR,Marine Shipping
HIAB CORPORATION,FI4000571013,Industrials,Euronext Global Equity Market,EUR,Farm & Heavy Construction Machinery
HIGH CO,FR0000054231,Communication Services,Euronext Paris,EUR,Advertising Agencies
HIGH QUALITY FOOD,IT0005450694,Consumer Defensive,Euronext Growth Milan,EUR,Food Distribution
HIPAY GROUP,FR0012821916,Technology,Euronext Growth Paris,EUR,Software - Infrastructure
HITECHPROS,FR0010396309,Technology,Euronext Growth Paris,EUR,Information Technology Services
HK,DE000A11Q133,Industrials,Euronext Access Paris,EUR,Aerospace & Defense
HOCHE BAINS L.BAIN,FR0000051302,Financial Services,Euronext Access Paris,EUR,Mortgage Finance
HOCHTIEF,DE0006070006,Industrials,EuroTLX,EUR,Engineering & Construction
HOFFMANN,FR0013451044,,Euronext Growth Paris,EUR,
HOFSETH BIOCARE,NO0010598683,Consumer Defensive,Oslo Børs,NOK,Packaged Foods
Holcim,CH0012214059,Basic Materials,Euronext Global Equity Market,EUR,Building Materials
HOLLAND COLOURS,NL0000440311,Basic Materials,Euronext Amsterdam,EUR,Specialty Chemicals
Holmen,SE0011090018,Basic Materials,Euronext Global Equity Market,EUR,Paper & Paper Products
HOME CONCEPT,FR0012336691,Consumer Cyclical,Euronext Access Paris,EUR,Residential Construction
HOME INVEST BE.,BE0974409410,Real Estate,Euronext Brussels,EUR,REIT - Residential
HOMIZY,IT0005468662,,Euronext Growth Milan,EUR,
HOPENING,FR0010312181,Communication Services,Euronext Access Paris,EUR,Advertising Agencies
HOPIUM,FR0014010QE1,Consumer Cyclical,Euronext Growth Paris,EUR,Auto Manufacturers
HOPSCOTCH GROUPE,FR0000065278,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
HORISONT ENERGI,NO0010917339,,Euronext Growth Oslo,NOK,
HOSTELWORLD GROUP,GB00BYYN4225,,Euronext Dublin,EUR,
HOT.MAJESTIC CANNE,FR0006226791,Consumer Cyclical,Euronext Access Paris,EUR,Lodging
HOTELES BESTPRICE,ES0105664009,Consumer Cyclical,Euronext Access Paris,EUR,Lodging
HOTELIM,FR0000053738,Consumer Cyclical,Euronext Access Paris,EUR,Lodging
HOTELS DE PARIS,FR0004165801,Consumer Cyclical,Euronext Paris,EUR,Lodging
HOTL.IMMOB.NICE,FR0006563904,Consumer Cyclical,Euronext Access Paris,EUR,Lodging
HUDDLESTOCK FINTEC,NO0010859648,,Euronext Growth Oslo,NOK,
HUDDLY,NO0013470534,Technology,Euronext Growth Oslo,NOK,Communication Equipment
HUGO BOSS,DE000A1PHFF7,Consumer Cyclical,EuroTLX,EUR,Apparel Manufacturing
Huhtamaki Oyj,FI0009000459,Consumer Cyclical,Euronext Global Equity Market,EUR,Packaging & Containers
HUNTER GROUP,NO0012953720,Energy,Euronext Expand Oslo,NOK,Oil & Gas Midstream
HUNYVERS,FR0014007LQ2,Consumer Cyclical,Euronext Growth Paris,EUR,Specialty Retail
Husqvarna,SE0001662230,Industrials,Euronext Global Equity Market,EUR,Tools & Accessories
HYBRID SOFTWARE GR,GB00BYN5BY03,Technology,Euronext Brussels,EUR,Software - Application
HYDRATEC,NL0009391242,Industrials,Euronext Amsterdam,EUR,Farm & Heavy Construction Machinery
HYDRAULIQUEHOLDING,FR0000064735,Industrials,Euronext Access Paris,EUR,Specialty Industrial Machinery
HYDRO-EXPLOIT.,FR0005843125,,Euronext Access Paris,EUR,
HYDROGEN REFUELING,FR0014001PM5,Consumer Cyclical,Euronext Growth Paris,EUR,Specialty Retail
HYDROGENPRO,NO0010892359,,Oslo Børs,NOK,
HYLORIS,BE0974363955,Healthcare,Euronext Brussels,EUR,Biotechnology
HYNION,NO0010920945,Consumer Cyclical,Euronext Growth Oslo,NOK,Specialty Retail
Hypoport SE,DE0005493365,Financial Services,Euronext Global Equity Market,EUR,Credit Services
HÖEGH AUTOLINERS,NO0011082075,Industrials,Oslo Børs,NOK,Marine Shipping
HØLAND OG SETSKOG,NO0010012636,Financial Services,Oslo Børs,NOK,Banks - Regional
I GRANDI VIAGGI,IT0005108219,Consumer Cyclical,Euronext Milan,EUR,Resorts & Casinos
I.CO.P.,IT0001214433,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
I.M.D.,IT0005549255,Healthcare,Euronext Growth Milan,EUR,Medical Devices
I2S,FR0005854700,Industrials,Euronext Growth Paris,EUR,Electrical Equipment & Parts
IANTE INVESTMENTS,ES0105479002,,Euronext Access Paris,EUR,
IBA,BE0003766806,Healthcare,Euronext Brussels,EUR,Medical Devices
IBERDROLA,ES0144580Y14,Utilities,Euronext Global Equity Market,EUR,Utilities - Diversified
"IBERSOL,SGPS",PTIBS0AM0008,Consumer Cyclical,Euronext Lisbon,EUR,Restaurants
ICADE,FR0000035081,Real Estate,Trading After Hours,EUR,REIT - Diversified
ICAPE HOLDING,FR001400A3Q3,Technology,Euronext Growth Paris,EUR,Electronic Components
ICELANDIC SALMON,NO0010724701,,Euronext Growth Oslo,NOK,
ID LOGISTICS GROUP,FR0010929125,Industrials,Euronext Paris,EUR,Specialty Business Services
IDEX BIOMETRICS,NO0013536078,Technology,Oslo Børs,NOK,Software - Application
IDI,FR0000051393,Financial Services,Euronext Paris,EUR,Asset Management
IDNTT,CH1118852594,Communication Services,Euronext Growth Milan,EUR,Entertainment
IDS,FR0000079691,Technology,Euronext Access Paris,EUR,Software - Application
IEP INVEST,BE0003748622,Real Estate,Euronext Brussels,EUR,Real Estate - Development
IGD,IT0005322612,Real Estate,Euronext Milan,EUR,REIT - Retail
IGIS NEPTUNE,ES0105551008,,Euronext Access Paris,EUR,
IKONISYS,FR00140048X2,Healthcare,Euronext Growth Paris,EUR,Medical Devices
ILLA,IT0005578395,,Euronext Growth Milan,EUR,
ILPRA,IT0005359101,Industrials,Euronext Growth Milan,EUR,Specialty Industrial Machinery
IMALLIANCE,FR0010086371,Communication Services,Euronext Access Paris,EUR,Publishing
IMBAKIN HOLDING,BE6264882406,,Euronext Expert Market,EUR,
IMCD,NL0010801007,Basic Materials,Euronext Amsterdam,EUR,Specialty Chemicals
IMEON ENERGY,FR001400QW73,,Euronext Access Paris,EUR,
IMERYS,FR0000120859,Basic Materials,Trading After Hours,EUR,Building Materials
IMM.PARIS.PERLE,FR0006859039,,Euronext Access Paris,EUR,
IMMAGRIFOR,BE0020932779,,Euronext Expert Market,EUR,
IMMERSION,FR0013060100,Technology,Euronext Growth Paris,EUR,Software - Application
IMMO MCC,BE0974287196,Real Estate,Euronext Brussels,EUR,Real Estate Services
IMMO MOURY,BE0003893139,Real Estate,Euronext Brussels,EUR,REIT - Specialty
IMMOB.DASSAULT,FR0000033243,Real Estate,Euronext Paris,EUR,REIT - Diversified
IMMOBEL,BE0003599108,Real Estate,Euronext Brussels,EUR,Real Estate - Development
IMMSI,IT0001413837,Consumer Cyclical,Euronext Milan,EUR,Auto Manufacturers
IMPIANTI,IT0005518953,Technology,Euronext Growth Milan,EUR,Information Technology Services
IMPLANET,FR0013470168,Healthcare,Euronext Growth Paris,EUR,Medical Devices
"IMPRESA,SGPS",PTIPR0AM0000,Communication Services,Euronext Lisbon,EUR,Broadcasting
IMPRIMERIE CHIRAT,FR0000065773,Communication Services,Euronext Access Paris,EUR,Publishing
IMPULSE FITNESS,ES0105590006,,Euronext Access Paris,EUR,
INCLUSIO SA/NV,BE0974374069,,Euronext Brussels,EUR,
IND CHIMICHE FORES,IT0005416281,Basic Materials,Euronext Growth Milan,EUR,Specialty Chemicals
INDEL B,IT0005245508,Consumer Cyclical,Euronext Milan,EUR,Auto Parts
INDITEX,ES0148396007,Consumer Cyclical,Euronext Global Equity Market,EUR,Apparel Retail
Indra Sistemas,ES0118594417,Technology,Euronext Global Equity Market,EUR,Information Technology Services
INDUCT,NO0010536048,Healthcare,Euronext Growth Oslo,NOK,Health Information Services
INDUS HOLDING,DE0006200108,Industrials,Trading After Hours,EUR,Conglomerates
INDUSTRIE DE NORA,IT0005186371,Industrials,Euronext Milan,EUR,Electrical Equipment & Parts
Industrivarden,SE0000107203,Financial Services,Euronext Global Equity Market,EUR,Asset Management
Indutrade,SE0001515552,Industrials,Euronext Global Equity Market,EUR,Industrial Distribution
INFINEON TECHNOLOG,DE0006231004,Technology,Trading After Hours,EUR,Semiconductors
INFOCLIP,FR0011158823,,Euronext Access Paris,EUR,
INFOTEL,FR0000071797,Technology,Euronext Paris,EUR,Information Technology Services
INFRABEL,BE6265912038,,Euronext Expert Market,EUR,
ING GROEP,NL0011821202,Financial Services,EuroTLX,EUR,Banks - Diversified
INIFY LABORATORIES,SE0017486103,Healthcare,Euronext Growth Oslo,NOK,Diagnostics & Research
ININ GROUP,NO0010864036,Technology,Euronext Growth Oslo,NOK,Scientific & Technical Instruments
INIZIAT BRESCIANE,IT0005037905,Utilities,Euronext Growth Milan,EUR,Utilities - Renewable
INMARK,ES0105511002,,Euronext Access Paris,EUR,
INMOLECULE,ES0105908000,,Euronext Access Paris,EUR,
INMOSUPA,ES0105473005,,Euronext Access Paris,EUR,
INNATE PHARMA,FR0010331421,Healthcare,EuroTLX,EUR,Biotechnology
INNELEC MULTIMEDIA,FR0000064297,Technology,Euronext Growth Paris,EUR,Electronics & Computer Distribution
INNOVATEC,IT0005412298,,Euronext Growth Milan,EUR,
INNOVATIVE RFK SPA,IT0005391161,Financial Services,Euronext Access Paris,EUR,Asset Management
INPOST,LU2290522684,Industrials,Trading After Hours,EUR,Specialty Business Services
INSTABANK,NO0010762792,Financial Services,Euronext Growth Oslo,NOK,Banks - Regional
INSTALLUX,FR0000060451,Basic Materials,Euronext Growth Paris,EUR,Aluminum
INTEGRAGEN,FR0010908723,Healthcare,Euronext Growth Paris,EUR,Biotechnology
INTEGRATED WIND SO,NO0013461350,Industrials,Oslo Børs,NOK,Specialty Industrial Machinery
INTEGRITAS VIAGER,FR0014003FN0,,Euronext Access Paris,EUR,
INTERCOS,IT0005455875,Consumer Defensive,Euronext Milan,EUR,Household & Personal Products
INTERNAT CARE COMP,IT0005469371,Industrials,Euronext Growth Milan,EUR,Specialty Business Services
INTERNATIONAL C A,ES0177542018,Industrials,EuroTLX,EUR,Airlines
INTEROIL EXPL PROD,NO0013119255,Energy,Oslo Børs,NOK,Oil & Gas E&P
INTERPARFUMS,FR0004024222,Consumer Defensive,Trading After Hours,EUR,Household & Personal Products
INTERPUMP GROUP,IT0001078911,Industrials,Trading After Hours,EUR,Specialty Industrial Machinery
INTESA SANPAOLO,IT0000072618,Financial Services,Trading After Hours,EUR,Banks - Regional
INTEXA,FR0000064958,Consumer Cyclical,Euronext Paris,EUR,Apparel Manufacturing
INTRASENSE,FR0011179886,Healthcare,Euronext Growth Paris,EUR,Health Information Services
INTRED,IT0005337818,Communication Services,Euronext Growth Milan,EUR,Telecom Services
INVENTIVA,FR0013233012,Healthcare,Euronext Paris,EUR,Biotechnology
Invesco Ltd,BMG491BT1088,Financial Services,Euronext Global Equity Market,EUR,Asset Management
Investment Lat,SE0010100958,Industrials,Euronext Global Equity Market,EUR,Conglomerates
INVESTOR AB CLASS,SE0015811963,Financial Services,Euronext Global Equity Market,EUR,Asset Management
INVIBES ADVERTSING,BE0974299316,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
INWIT,IT0005090300,Real Estate,Trading After Hours,EUR,Real Estate Services
IPOSA PROPERTIES,ES0105417002,,Euronext Access Paris,EUR,
IPSEN,FR0010259150,Healthcare,Trading After Hours,EUR,Drug Manufacturers - Specialty & Generic
IPSOS,FR0000073298,Industrials,Trading After Hours,EUR,Consulting Services
IRCE,IT0001077780,Industrials,Euronext Milan,EUR,Electrical Equipment & Parts
IREN,IT0003027817,Utilities,Euronext Milan,EUR,Utilities - Diversified
IRISH CONT. GP.,IE00BLP58571,Industrials,Euronext Dublin,EUR,Marine Shipping
IRISH RES. PROP.,IE00BJ34P519,Real Estate,Euronext Dublin,EUR,REIT - Residential
ISCC FINTECH,IT0005474108,Financial Services,Euronext Growth Milan,EUR,Credit Services
ISPD,ES0109429037,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
IT LINK,FR0000072597,Technology,Euronext Growth Paris,EUR,Information Technology Services
IT WAY,IT0003057624,Technology,Euronext Milan,EUR,Information Technology Services
ITALGAS,IT0005211237,Utilities,Euronext Milan,EUR,Utilities - Regulated Gas
ITALIAN EXHIBITION,IT0003411417,Communication Services,Euronext Milan,EUR,Advertising Agencies
ITALIAN WINE BRAND,IT0005075764,Consumer Defensive,Euronext Growth Milan,EUR,Beverages - Wineries & Distilleries
ITALMOBILIARE,IT0005253205,Consumer Defensive,Euronext Milan,EUR,Packaged Foods
ITALY INNOVAZIONI,IT0005336521,,Euronext Access Paris,EUR,
ITERA,NO0010001118,Technology,Oslo Børs,NOK,Information Technology Services
IVECO GROUP,NL0015000LU4,Industrials,Trading After Hours,EUR,Farm & Heavy Construction Machinery
IVISION TECH,IT0005554784,Consumer Cyclical,Euronext Growth Milan,EUR,Footwear & Accessories
"J.MARTINS,SGPS",PTJMT0AE0001,Consumer Defensive,Euronext Lisbon,EUR,Food Distribution
JACQUES BOGART,FR0012872141,Consumer Defensive,Euronext Paris,EUR,Household & Personal Products
JACQUET METALS,FR0000033904,Basic Materials,Euronext Paris,EUR,Steel
JAZZ PHARMACEUTICA,IE00B4Q5ZN47,Healthcare,Euronext Global Equity Market,EUR,Biotechnology
JCDECAUX,FR0000077919,Communication Services,Trading After Hours,EUR,Advertising Agencies
JDE PEET'S,NL0014332678,,Trading After Hours,EUR,
JENOPTIK,DE000A2NB601,Technology,Euronext Global Equity Market,EUR,Electronic Components
JENSEN-GROUP,BE0003858751,Industrials,Euronext Brussels,EUR,Specialty Industrial Machinery
Johnson Controls,IE00BY7QL619,Industrials,Euronext Global Equity Market,EUR,Building Products & Equipment
JULIUS BAER,CH0102484968,Financial Services,Euronext Global Equity Market,EUR,Asset Management
Jungheinrich AG,DE0006219934,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
JUNGLE21,ES0105636007,,Euronext Access Paris,EUR,
JUVENTUS FC,IT0005572778,Communication Services,Euronext Milan,EUR,Entertainment
JÆREN SPAREBANK,NO0010359433,Financial Services,Oslo Børs,NOK,Banks - Regional
K+S,DE000KSAG888,Basic Materials,Euronext Global Equity Market,EUR,Agricultural Inputs
KABELWERK EUPEN,BE0049482129,,Euronext Expert Market,EUR,
KALDVIK,NO0010884794,,Euronext Growth Oslo,NOK,
KALEON,IT0005678104,Consumer Cyclical,Euronext Growth Milan,EUR,Travel Services
KALRAY,FR0010722819,Technology,Euronext Growth Paris,EUR,Semiconductors
KAUFMAN ET BROAD,FR0004007813,Consumer Cyclical,Euronext Paris,EUR,Residential Construction
KBC,BE0003565737,Financial Services,Trading After Hours,EUR,Banks - Regional
KBC ANCORA,BE0003867844,Financial Services,Euronext Brussels,EUR,Asset Management
KBL EPB - ORD,LU0092281103,,Euronext Expert Market,EUR,
KBL EPB - PRIV,LU0092281442,,Euronext Expert Market,EUR,
Kemira Oyj,FI0009004824,Basic Materials,Euronext Global Equity Market,EUR,Chemicals
KENDRION,NL0000852531,Industrials,Euronext Amsterdam,EUR,Specialty Industrial Machinery
KENMARE RESOURCES,IE00BDC5DG00,Basic Materials,Euronext Dublin,EUR,Other Industrial Metals & Mining
KERING,FR0000121485,Consumer Cyclical,Euronext Global Equity Market,EUR,Luxury Goods
KERLINK,FR0013156007,Technology,Euronext Growth Paris,EUR,Communication Equipment
KERRY GROUP PLC,IE0004906560,Consumer Defensive,Euronext Dublin,EUR,Packaged Foods
Kesko Oyj,FI0009000202,,Euronext Global Equity Market,EUR,
KEYRUS,FR0004029411,,Euronext Growth Paris,EUR,
KEYWARE TECH.,BE0003880979,Technology,Euronext Brussels,EUR,Software - Infrastructure
KID,NO0010743545,,Oslo Børs,NOK,
KINEPOLIS GROUP,BE0974274061,Communication Services,Euronext Brussels,EUR,Entertainment
KINGSPAN GROUP PLC,IE0004927939,Industrials,Euronext Dublin,EUR,Building Products & Equipment
Kinnevik AB,SE0022060521,Financial Services,Euronext Global Equity Market,EUR,Asset Management
KION GROUP,DE000KGX8881,Industrials,Trading After Hours,EUR,Farm & Heavy Construction Machinery
KITRON,NO0003079709,Technology,Oslo Børs,NOK,Electronic Components
KKO INTERNATIONAL,FR0013374667,Consumer Defensive,Euronext Growth Paris,EUR,Farm Products
KLARSEN,FR0011038348,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
KLARSEN BSA P,FR0014013TC3,,Euronext Growth Paris,EUR,
KLAVENESS COMBINAT,NO0010833262,Industrials,Oslo Børs,NOK,Marine Shipping
KLEA HOLDING,FR0013481835,,Euronext Growth Paris,EUR,
KLEPIERRE,FR0000121964,Real Estate,Trading After Hours,EUR,REIT - Retail
KLM,NL0000009645,Industrials,Euronext Expert Market,EUR,Airlines
KMC PROPERTIES,NO0013637181,Real Estate,Oslo Børs,NOK,Real Estate Services
KME GROUP,IT0004552359,Basic Materials,Euronext Milan,EUR,Copper
KME GROUP RSP,IT0004552367,Basic Materials,Euronext Milan,EUR,Copper
Knorr-Bremse,DE000KBX1006,Consumer Cyclical,Euronext Global Equity Market,EUR,Auto Parts
KOENIG & BAUER,DE0007193500,Industrials,EuroTLX,EUR,Specialty Industrial Machinery
Kojamo Oyj,FI4000312251,Real Estate,Euronext Global Equity Market,EUR,Real Estate Services
KOMPLETT,NO0011016040,Consumer Cyclical,Oslo Børs,NOK,Internet Retail
KOMPUESTOS,ES0105425005,Basic Materials,Euronext Growth Paris,EUR,Specialty Chemicals
KONE,FI0009013403,Industrials,EuroTLX,EUR,Specialty Industrial Machinery
Konecranes Oyj,FI0009005870,Industrials,Euronext Global Equity Market,EUR,Farm & Heavy Construction Machinery
KONGSBERG AUTOMOT,NO0003033102,Consumer Cyclical,Oslo Børs,NOK,Auto Parts
KONGSBERG GRUPPEN,NO0013536151,Industrials,Oslo Børs,NOK,Aerospace & Defense
KONINKLIJKE KPN,NL0000009082,Communication Services,EuroTLX,EUR,Telecom Services
KRAFT BANK,NO0010815103,,Euronext Growth Oslo,NOK,
Krones AG,DE0006335003,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
KRUSO KAPITAL,IT0005573800,Financial Services,Euronext Growth Milan,EUR,Credit Services
Kuehne Nagel Inter,CH0025238863,Industrials,Euronext Global Equity Market,EUR,Integrated Freight & Logistics
KUMULUS VAPE,FR0013419876,,Euronext Growth Paris,EUR,
L'OREAL,FR0000120321,Consumer Defensive,EuroTLX,EUR,Household & Personal Products
LAB FARMACEUT ERFO,IT0005497885,Consumer Defensive,Euronext Growth Milan,EUR,Packaged Foods
LABO EUROMEDIS,FR0000075343,Healthcare,Euronext Growth Paris,EUR,Medical Distribution
Laboratorios Farma,ES0157261019,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - Specialty & Generic
LACROIX GROUP,FR0000066607,Technology,Euronext Paris,EUR,Scientific & Technical Instruments
LAGARDERE SA,FR0000130213,Consumer Cyclical,Euronext Paris,EUR,Specialty Retail
Lagercrantz G,SE0014990966,Industrials,Euronext Global Equity Market,EUR,Conglomerates
LANDI RENZO,IT0005619843,Consumer Cyclical,Euronext Milan,EUR,Auto Parts
LANSON-BCC,FR0004027068,Consumer Defensive,Euronext Growth Paris,EUR,Beverages - Wineries & Distilleries
LANXESS,DE0005470405,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
LARGO,FR0013308582,Technology,Euronext Growth Paris,EUR,Electronics & Computer Distribution
LATECOERE,FR001400JY13,Industrials,Euronext Paris,EUR,Aerospace & Defense
LAURENT-PERRIER,FR0006864484,Consumer Defensive,Euronext Paris,EUR,Beverages - Wineries & Distilleries
LAVIDE HOLDING,NL0010545679,Financial Services,Euronext Amsterdam,EUR,Shell Companies
LDC,FR001400SF56,Consumer Defensive,Euronext Paris,EUR,Farm Products
LEBON,FR0000121295,Financial Services,Euronext Growth Paris,EUR,Asset Management
LECTRA,FR0000065484,Technology,Euronext Paris,EUR,Software - Application
LEG IMMOBILIEN,DE000LEG1110,Real Estate,Trading After Hours,EUR,Real Estate Services
LEGRAND,FR0010307819,Industrials,Trading After Hours,EUR,Electrical Equipment & Parts
LEMON SISTEMI,IT0005573438,Technology,Euronext Growth Milan,EUR,Solar
Lenzing AG,AT0000644505,Consumer Cyclical,Euronext Global Equity Market,EUR,Textile Manufacturing
LEONARDO,IT0003856405,Industrials,Euronext Milan,EUR,Aerospace & Defense
LEONE FILM GROUP,IT0004973696,Communication Services,Euronext Growth Milan,EUR,Entertainment
LEPERMISLIBRE,FR001400F2Z1,Consumer Cyclical,Euronext Growth Paris,EUR,Personal Services
LERØY SEAFOOD GP,NO0003096208,Consumer Defensive,Oslo Børs,NOK,Packaged Foods
LES HOTELS BAVEREZ,FR0007080254,Consumer Cyclical,Euronext Growth Paris,EUR,Lodging
LEXIBOOK LINGUIST.,FR0000033599,Consumer Cyclical,Euronext Growth Paris,EUR,Leisure
LHYFE,FR0014009YQ1,Basic Materials,Euronext Paris,EUR,Specialty Chemicals
Lifco AB,SE0015949201,Industrials,Euronext Global Equity Market,EUR,Conglomerates
LIFECARE,NO0013355859,Healthcare,Oslo Børs,NOK,Medical Devices
LIGHTHOUSE SPANIS,ES0105825006,,Euronext Expert Market,EUR,
LIGHTON,FR0013230950,Technology,Euronext Growth Paris,EUR,Software - Infrastructure
LINDBERGH,IT0005469272,Industrials,Euronext Growth Milan,EUR,Integrated Freight & Logistics
Linde PLC,IE000S9YS762,Basic Materials,Trading After Hours,EUR,Specialty Chemicals
LINDT,CH0010570759,Consumer Defensive,Euronext Global Equity Market,EUR,Confectioners
LINDT PS,CH0010570767,Consumer Defensive,Euronext Global Equity Market,EUR,Confectioners
LINEDATA SERVICES,FR0004156297,Technology,Euronext Paris,EUR,Software - Application
LINK MOBILITY GRP,NO0010894231,Communication Services,Oslo Børs,NOK,Telecom Services
LISI,FR0000050353,Industrials,Euronext Paris,EUR,Aerospace & Defense
LITHO FORMAS,PTLIT0AE0005,,Euronext Access Lisbon,EUR,
LITIX,IT0005600801,Industrials,Euronext Growth Milan,EUR,Specialty Industrial Machinery
LLEIDA,ES0105089009,Communication Services,Euronext Growth Paris,EUR,Telecom Services
LNA SANTE,FR0004170017,Healthcare,Euronext Paris,EUR,Medical Care Facilities
LOCASYSTEM INTL,FR0004155208,Technology,Euronext Access Paris,EUR,Information Technology Services
LOGIC INSTRUMENT,FR0000044943,Technology,Euronext Growth Paris,EUR,Computer Hardware
Logista Integral,ES0105027009,Industrials,Euronext Global Equity Market,EUR,Integrated Freight & Logistics
Logitech Internati,CH0025751329,Technology,Euronext Global Equity Market,EUR,Computer Hardware
LOKOTECH GROUP,NO0010921299,Technology,Euronext Growth Oslo,NOK,Software - Infrastructure
LOKOTECH GROUP TR,NO0013554253,,Euronext Growth Oslo,NOK,
LOMBARD ET MEDOT,FR0006205019,Consumer Defensive,Euronext Access Paris,EUR,Beverages - Wineries & Distilleries
LONGINO&CARDENAL,IT0005337073,Consumer Defensive,Euronext Growth Milan,EUR,Food Distribution
Lonza Group,CH0013841017,Healthcare,Euronext Global Equity Market,EUR,Diagnostics & Research
LOTTOMATICA GROUP,IT0005541336,Consumer Cyclical,Trading After Hours,EUR,Gambling
LOTUS BAKERIES,BE0003604155,Consumer Defensive,Euronext Brussels,EUR,Packaged Foods
LOUIS HACHETTE,FR001400TL40,Industrials,Euronext Growth Paris,EUR,Specialty Business Services
LPKF LASER & ELECT,DE0006450000,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
LUCIBEL,FR0011884378,Industrials,Euronext Growth Paris,EUR,Electrical Equipment & Parts
LUCISANO MEDIA G,IT0004522162,Communication Services,Euronext Growth Milan,EUR,Entertainment
LUMI GRUPPEN,NO0010927288,Consumer Defensive,Euronext Growth Oslo,NOK,Education & Training Services
LUMIBIRD,FR0000038242,Healthcare,Euronext Paris,EUR,Diagnostics & Research
Lundbergforetagen,SE0000108847,Industrials,Euronext Global Equity Market,EUR,Conglomerates
LUVE,IT0005107492,Industrials,Euronext Milan,EUR,Building Products & Equipment
LVMH,FR0000121014,Consumer Cyclical,Trading After Hours,EUR,Luxury Goods
LyondellBasell,NL0009434992,Basic Materials,Euronext Global Equity Market,EUR,Specialty Chemicals
LYTIX BIOPHARMA,NO0010405780,,Euronext Growth Oslo,NOK,
M VEST WATER,NO0010976343,Industrials,Euronext Growth Oslo,NOK,Pollution & Treatment Controls
MAAT PHARMA,FR0012634822,Healthcare,Euronext Paris,EUR,Biotechnology
MACC1X1 SOCIMI,ES0105665006,,Euronext Access Lisbon,EUR,
MACOMPTA.FR,FR001400NQB6,Technology,Euronext Access Paris,EUR,Software - Application
MADE,FR0010328302,,Euronext Access Paris,EUR,
MAGILLEM,FR0010827741,Technology,Euronext Access Paris,EUR,Software - Application
MAGIS,IT0005525347,Basic Materials,Euronext Growth Milan,EUR,Specialty Chemicals
MAGNORA,NO0010187032,Utilities,Oslo Børs,NOK,Utilities - Renewable
MAGNUM,NL0015002MS2,Consumer Defensive,Euronext Amsterdam,EUR,Packaged Foods
MAIRE,IT0004931058,Industrials,Euronext Milan,EUR,Engineering & Construction
MAISON CLIO BLUE,FR0011092089,Consumer Cyclical,Euronext Access Paris,EUR,Luxury Goods
MAISONS DU MONDE,FR0013153541,Consumer Cyclical,Euronext Paris,EUR,Home Improvement Retail
MAKING SCIENCE,ES0105463006,,Euronext Growth Paris,EUR,
MALIN CORP. PLC,IE00BVGC3741,Healthcare,Euronext Growth Dublin,EUR,Drug Manufacturers - Specialty & Generic
MALTERIES FCO-BEL.,FR0000030074,Consumer Defensive,Euronext Paris,EUR,Beverages - Brewers
